pedido_id,data_pedido,produto,categoria,uf,canal,quantidade,preco_unitario,desconto_pct,valor_total,cliente_recorrente,avaliacao
PED-101847,06/01/2024,Mesa Ajustável,Mobiliário,CE,E-commerce,3,"R$ 2.372,17","4,8%","R$ 6.773,81",sim,3.0
PED-101848,04/04/2025,Teclado Mecânico,Periféricos,CE,Marketplace,1,"R$ 437,16","5,1%","R$ 627,70",sim,1.0
PED-101849,10/10/2024,Teclado Mecânico,Periféricos,SP,Marketplace,5,"R$ 443,22","6,7%","R$ 1.844,73",nao,3.0
PED-101850,07/06/2025,Cadeira Ergo,Mobiliário,RS,Loja Física,2,"R$ 1.720,33","5,9%","R$ 4.569,95",sim,5.0
PED-101851,07/05/2024,Notebook Pro,Computadores,PR,Televendas,2,"R$ 6.557,80","4,6%","R$ 15.844,97",sim,4.0
PED-101852,25/05/2024,Notebook Pro,Computadores,SP,E-commerce,3,"R$ 6.725,71","10,3%","R$ 22.938,35",sim,5.0
PED-101853,31/03/2025,Notebook Pro,Computadores,SP,Loja Física,5,"R$ 6.511,99","3,9%","R$ 45.585,65",sim,3.0
PED-101854,23/03/2025,Mesa Ajustável,Mobiliário,MG,E-commerce,2,"R$ 2.458,76","0,0%","R$ 7.165,83",nao,3.0
PED-101855,17/11/2024,Headset,Áudio,BA,Marketplace,2,"R$ 354,03","11,5%","R$ 588,71",nao,1.0
PED-101856,20/01/2025,Teclado Mecânico,Periféricos,RJ,Loja Física,2,"R$ 429,64","7,3%","R$ 949,89",nao,2.0
PED-101857,10/07/2025,"Monitor 27""",Periféricos,SP,Loja Física,4,"R$ 1.456,03","5,8%","R$ 7.067,87",nao,5.0
PED-101858,16/07/2025,Headset,Áudio,MG,Marketplace,2,"R$ 350,99","5,7%","R$ 852,47",sim,1.0
PED-101859,27/07/2025,Teclado Mecânico,Periféricos,MG,Loja Física,2,"R$ 460,22","10,6%","R$ 1.059,38",sim,4.0
PED-101860,27/09/2025,Mouse Sem Fio,Periféricos,PR,Marketplace,1,"R$ 180,76","10,8%","R$ 172,27",sim,1.0
PED-101861,21/07/2024,Notebook Pro,Computadores,RS,Loja Física,6,"R$ 7.171,69","7,9%","R$ 43.453,61",sim,3.0
PED-101862,25/05/2025,Headset,Áudio,PE,E-commerce,3,"R$ 341,48","4,9%","R$ 1.456,45",nao,5.0
PED-101863,28/06/2024,Cadeira Ergo,Mobiliário,RJ,Televendas,1,"R$ 1.766,68","11,4%","R$ 1.876,90",sim,4.0
PED-101864,09/07/2025,"Monitor 27""",Periféricos,RJ,Televendas,3,"R$ 1.259,13","0,3%","R$ 4.851,43",sim,1.0
PED-101865,24/08/2025,Webcam HD,Áudio,RJ,E-commerce,1,"R$ 287,19","6,7%","R$ 311,03",nao,
PED-101866,08/10/2024,Cadeira Ergo,Mobiliário,RJ,Loja Física,3,"R$ 1.935,82","9,0%","R$ 4.714,41",nao,4.0
PED-101867,18/11/2024,Mesa Ajustável,Mobiliário,SP,Televendas,2,"R$ 2.501,35","15,8%","R$ 3.955,22",nao,5.0
PED-101868,16/03/2024,Mouse Sem Fio,Periféricos,MG,Marketplace,1,"R$ 197,36","3,3%","R$ 234,40",sim,3.0
PED-101869,02/03/2024,"Monitor 27""",Periféricos,SP,Marketplace,1,"R$ 1.451,30","5,2%","R$ 1.690,88",sim,4.0
PED-101870,06/05/2024,Teclado Mecânico,Periféricos,MG,Loja Física,2,"R$ 430,49","7,8%","R$ 1.005,24",sim,4.0
PED-101871,30/01/2024,Mesa Ajustável,Mobiliário,SC,Televendas,2,"R$ 2.395,02","7,6%","R$ 4.424,19",sim,4.0
PED-101872,12/09/2024,Webcam HD,Áudio,PE,E-commerce,3,"R$ 323,19","2,2%","R$ 865,81",nao,2.0
PED-101873,25/09/2025,Mesa Ajustável,Mobiliário,SP,Marketplace,2,"R$ 2.403,99","2,7%","R$ 4.996,45",sim,4.0
PED-101874,28/03/2025,Webcam HD,Áudio,SP,E-commerce,2,"R$ 289,51","9,7%","R$ 762,19",sim,5.0
PED-101875,05/01/2025,Cadeira Ergo,Mobiliário,RJ,E-commerce,3,"R$ 1.784,90","14,3%","R$ 5.467,11",sim,3.0
PED-101876,11/04/2025,Mesa Ajustável,Mobiliário,SP,Marketplace,3,"R$ 2.631,27","6,7%","R$ 11.138,25",sim,3.0
PED-101877,04/02/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,1,"R$ 1.860,86","14,1%","R$ 1.801,99",sim,2.0
PED-101878,23/02/2025,Notebook Pro,Computadores,SC,Marketplace,2,"R$ 6.394,03","9,9%","R$ 15.454,91",sim,5.0
PED-101879,23/11/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.624,74","13,0%","R$ 2.145,00",sim,2.0
PED-101880,14/03/2024,Mesa Ajustável,Mobiliário,SP,Marketplace,3,"R$ 2.174,68","0,0%","R$ 8.015,60",nao,3.0
PED-101881,18/11/2024,Webcam HD,Áudio,MG,Televendas,4,"R$ 288,73","0,7%","R$ 1.077,18",nao,5.0
PED-101882,01/03/2025,Mouse Sem Fio,Periféricos,PR,Loja Física,3,"R$ 171,59","6,0%","R$ 705,23",sim,5.0
PED-101883,05/10/2024,Mouse Sem Fio,Periféricos,SP,Loja Física,3,"R$ 186,25","0,0%","R$ 498,58",sim,3.0
PED-101884,13/08/2025,Headset,Áudio,SP,Loja Física,1,"R$ 341,48","2,4%","R$ 386,78",nao,5.0
PED-101885,31/08/2025,"Monitor 27""",Periféricos,SC,Televendas,3,"R$ 1.395,28","4,3%","R$ 4.649,92",sim,1.0
PED-101886,19/08/2024,Mouse Sem Fio,Periféricos,PR,E-commerce,1,"R$ 157,82","5,0%","R$ 86,10",sim,1.0
PED-101887,30/08/2025,"Monitor 27""",Periféricos,RJ,Loja Física,2,"R$ 1.444,65","6,4%","R$ 3.138,75",nao,4.0
PED-101888,04/06/2024,"Monitor 27""",Periféricos,SP,Marketplace,3,"R$ 1.518,80","0,6%","R$ 5.427,98",sim,5.0
PED-101889,20/03/2024,Mouse Sem Fio,Periféricos,PE,E-commerce,2,"R$ 173,50","13,6%","R$ 368,47",sim,4.0
PED-101890,19/02/2025,Notebook Pro,Computadores,RJ,Televendas,4,"R$ 6.596,27","3,9%","R$ 34.008,64",sim,3.0
PED-101891,07/04/2024,Headset,Áudio,SP,Marketplace,1,"R$ 332,57","0,0%","R$ 425,21",nao,2.0
PED-101892,23/07/2024,Notebook Pro,Computadores,RJ,Televendas,6,"R$ 6.814,03","6,9%","R$ 41.704,67",sim,5.0
PED-101893,17/09/2024,Teclado Mecânico,Periféricos,BA,E-commerce,2,"R$ 389,75","17,5%","R$ 587,06",nao,1.0
PED-101894,15/03/2025,Mouse Sem Fio,Periféricos,SP,Loja Física,3,"R$ 190,93","2,8%","R$ 811,19",sim,5.0
PED-101895,17/06/2025,"Monitor 27""",Periféricos,PE,Loja Física,3,"R$ 1.333,15","11,5%","R$ 4.996,62",sim,2.0
PED-101896,25/07/2025,Headset,Áudio,MG,Marketplace,3,"R$ 361,57","3,0%","R$ 1.355,03",nao,3.0
PED-101897,03/02/2025,Cadeira Ergo,Mobiliário,MG,,4,"R$ 1.849,03","9,4%","R$ 8.989,48",nao,2.0
PED-101898,08/09/2025,Notebook Pro,Computadores,PR,E-commerce,1,"R$ 6.384,11","12,2%","R$ 5.989,42",nao,4.0
PED-101899,12/04/2025,Cadeira Ergo,Mobiliário,SP,E-commerce,4,"R$ 1.903,21","6,8%","R$ 10.739,05",nao,4.0
PED-101900,13/07/2025,Headset,Áudio,SP,Loja Física,1,"R$ 326,40","8,4%","R$ 384,96",sim,1.0
PED-101901,03/01/2025,Webcam HD,Áudio,MG,E-commerce,1,"R$ 301,45","1,0%","R$ 355,57",sim,3.0
PED-101902,16/03/2024,Notebook Pro,Computadores,RJ,Televendas,1,"R$ 6.732,14","0,0%","R$ 8.271,26",nao,2.0
PED-101903,14/05/2024,Cadeira Ergo,Mobiliário,BA,Loja Física,5,"R$ 1.909,49","6,5%","R$ 11.302,89",sim,2.0
PED-101904,21/09/2024,Webcam HD,Áudio,PR,Loja Física,5,"R$ 306,66","2,8%","R$ 1.360,87",sim,5.0
PED-101905,07/06/2025,Webcam HD,Áudio,RJ,Marketplace,6,"R$ 320,29","12,4%","R$ 2.377,91",nao,2.0
PED-101906,22/09/2024,Teclado Mecânico,Periféricos,MG,Loja Física,1,"R$ 377,87","3,9%","R$ 331,70",sim,2.0
PED-101907,09/01/2024,Teclado Mecânico,Periféricos,PR,Loja Física,3,"R$ 349,12","19,2%","R$ 846,39",sim,5.0
PED-101908,03/10/2024,"Monitor 27""",Periféricos,MG,Loja Física,1,"R$ 1.444,06","9,9%","R$ 1.161,63",sim,4.0
PED-101909,23/03/2025,"Monitor 27""",Periféricos,RJ,Televendas,1,"R$ 1.477,54","12,4%","R$ 1.885,40",sim,3.0
PED-101910,25/09/2025,Mesa Ajustável,Mobiliário,SP,E-commerce,6,"R$ 2.167,16","5,2%","R$ 13.175,63",nao,1.0
PED-101911,04/05/2024,Notebook Pro,Computadores,RJ,Loja Física,1,"R$ 6.822,75","10,7%","R$ 7.719,89",sim,3.0
PED-101912,17/07/2024,Teclado Mecânico,Periféricos,PR,Loja Física,1,"R$ 423,93","8,5%","R$ 425,21",sim,1.0
PED-101913,28/10/2024,Mouse Sem Fio,Periféricos,BA,Marketplace,6,"R$ 166,28","10,2%","R$ 799,51",sim,1.0
PED-101914,08/11/2024,"Monitor 27""",Periféricos,SP,Televendas,3,"R$ 1.351,88","4,8%","R$ 3.624,17",nao,5.0
PED-101915,16/09/2025,Cadeira Ergo,Mobiliário,RJ,Televendas,4,"R$ 1.779,18","5,3%","R$ 7.202,79",sim,
PED-101916,12/09/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.356,86","8,6%","R$ 1.966,56",sim,1.0
PED-101917,10/12/2024,Notebook Pro,Computadores,SP,Televendas,1,"R$ 6.318,04","0,0%","R$ 6.612,72",nao,1.0
PED-101918,09/06/2024,Mouse Sem Fio,Periféricos,PR,E-commerce,1,"R$ 188,18","0,0%","R$ 225,59",nao,2.0
PED-101919,06/02/2024,Teclado Mecânico,Periféricos,CE,Loja Física,2,"R$ 414,66","10,9%","R$ 833,79",sim,3.0
PED-101920,08/09/2024,Headset,Áudio,RS,E-commerce,2,"R$ 340,30","13,2%","R$ 539,49",sim,3.0
PED-101921,01/10/2024,"Monitor 27""",Periféricos,SP,Marketplace,2,"R$ 1.575,53","2,4%","R$ 2.743,09",nao,5.0
PED-101922,20/04/2024,"Monitor 27""",Periféricos,SP,Televendas,1,"R$ 1.438,31","6,9%","R$ 1.711,43",sim,2.0
PED-101923,26/02/2025,"Monitor 27""",Periféricos,SP,Televendas,3,"R$ 1.449,87","2,0%","R$ 5.716,46",sim,1.0
PED-101924,30/07/2024,Teclado Mecânico,Periféricos,SP,Loja Física,3,"R$ 429,71","10,3%","R$ 1.267,49",sim,5.0
PED-101925,06/02/2024,Cadeira Ergo,Mobiliário,MG,Marketplace,1,"R$ 2.127,83","0,0%","R$ 2.399,68",sim,5.0
PED-101926,08/12/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,1,"R$ 1.798,55","13,3%","R$ 1.632,46",nao,3.0
PED-101927,10/06/2024,Notebook Pro,Computadores,MG,Televendas,3,"R$ 6.668,30","15,8%","R$ 20.196,91",sim,4.0
PED-101928,10/04/2025,Teclado Mecânico,Periféricos,PR,E-commerce,4,"R$ 424,39","5,2%","R$ 2.435,01",sim,4.0
PED-101929,12/01/2024,Notebook Pro,Computadores,SP,Marketplace,1,"R$ 7.128,46","9,5%","R$ 6.454,20",sim,1.0
PED-101930,06/05/2025,"Monitor 27""",Periféricos,CE,Loja Física,2,"R$ 1.413,56","11,0%","R$ 3.761,75",nao,2.0
PED-101931,11/12/2024,Cadeira Ergo,Mobiliário,PR,Loja Física,4,"R$ 1.865,89","10,4%","R$ 7.002,17",sim,3.0
PED-101932,12/04/2025,Mouse Sem Fio,Periféricos,PE,Televendas,3,"R$ 169,74","8,6%","R$ 704,07",sim,4.0
PED-101933,01/09/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,2,"R$ 2.284,00","8,4%","R$ 3.818,57",sim,1.0
PED-101934,18/07/2025,Mesa Ajustável,Mobiliário,PR,E-commerce,3,"R$ 2.445,22","8,7%","R$ 8.622,36",nao,1.0
PED-101935,18/11/2024,Mouse Sem Fio,Periféricos,BA,Televendas,3,"R$ 198,60","3,5%","R$ 539,67",sim,2.0
PED-101936,30/09/2025,Mouse Sem Fio,Periféricos,SP,Televendas,4,"R$ 172,51","16,1%","R$ 618,74",sim,4.0
PED-101937,08/07/2024,Headset,Áudio,SP,Marketplace,1,"R$ 337,87","2,1%","R$ 362,58",sim,3.0
PED-101938,02/07/2025,Mouse Sem Fio,Periféricos,SC,Marketplace,4,"R$ 187,46","6,9%","R$ 898,71",nao,
PED-101939,24/02/2025,Webcam HD,Áudio,PR,Loja Física,4,"R$ 284,34","15,8%","R$ 1.283,49",sim,5.0
PED-101940,15/08/2025,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 2.014,33","11,6%","R$ 4.134,43",nao,3.0
PED-101941,20/04/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,2,"R$ 1.897,01","9,0%","R$ 4.413,61",sim,4.0
PED-101942,24/11/2024,"Monitor 27""",Periféricos,SC,E-commerce,3,"R$ 1.408,27","2,6%","R$ 3.863,09",sim,4.0
PED-101943,03/08/2025,Mouse Sem Fio,Periféricos,RS,Marketplace,2,"R$ 177,32","8,1%","R$ 378,25",nao,1.0
PED-101944,05/06/2024,"Monitor 27""",Periféricos,RJ,Televendas,3,"R$ 1.281,52","6,3%","R$ 4.320,16",nao,1.0
PED-101945,06/09/2025,Mesa Ajustável,Mobiliário,SC,Marketplace,2,"R$ 2.585,38","5,8%","R$ 5.207,11",sim,5.0
PED-101946,11/09/2025,"Monitor 27""",Periféricos,SP,Televendas,3,"R$ 1.477,25","7,0%","R$ 4.403,77",nao,5.0
PED-101947,11/11/2024,Mesa Ajustável,Mobiliário,RJ,Marketplace,1,"R$ 2.648,07","14,1%","R$ 2.137,02",sim,
PED-101948,11/04/2025,Mesa Ajustável,Mobiliário,RJ,Loja Física,1,"R$ 2.482,20","12,1%","R$ 3.301,85",sim,4.0
PED-101949,24/10/2024,"Monitor 27""",Periféricos,SP,Televendas,1,"R$ 1.392,68","16,5%","R$ 1.038,22",sim,5.0
PED-101950,24/02/2025,Teclado Mecânico,Periféricos,RJ,E-commerce,3,"R$ 401,85","7,1%","R$ 1.502,12",nao,4.0
PED-101951,04/07/2025,Teclado Mecânico,Periféricos,CE,E-commerce,2,"R$ 445,32","9,4%","R$ 1.038,99",nao,5.0
PED-101952,19/04/2025,"Monitor 27""",Periféricos,SP,E-commerce,2,"R$ 1.306,76","13,6%","R$ 3.414,25",sim,4.0
PED-101953,04/07/2024,Mouse Sem Fio,Periféricos,PR,E-commerce,4,"R$ 168,12","15,8%","R$ 620,70",sim,1.0
PED-101954,05/01/2025,Headset,Áudio,CE,Marketplace,1,"R$ 367,04","0,0%","R$ 437,51",sim,2.0
PED-101955,28/05/2025,Webcam HD,Áudio,RS,Televendas,2,"R$ 251,65","17,4%","R$ 621,93",nao,4.0
PED-101956,07/01/2025,Headset,Áudio,SC,Loja Física,2,"R$ 349,22","11,5%","R$ 736,55",sim,4.0
PED-101957,02/07/2024,Mesa Ajustável,Mobiliário,SP,Loja Física,1,"R$ 2.339,70","8,4%","R$ 2.348,37",sim,5.0
PED-101958,26/04/2025,Teclado Mecânico,Periféricos,MG,E-commerce,1,"R$ 468,60","12,2%","R$ 622,69",nao,2.0
PED-101959,05/04/2025,Cadeira Ergo,Mobiliário,SP,Loja Física,2,"R$ 1.862,72","2,6%","R$ 5.488,70",nao,1.0
PED-101960,10/02/2025,Teclado Mecânico,Periféricos,SP,Marketplace,3,"R$ 405,29","0,0%","R$ 1.630,34",nao,3.0
PED-101961,01/08/2024,"Monitor 27""",Periféricos,SC,E-commerce,4,"R$ 1.410,88","10,6%","R$ 2.896,83",sim,1.0
PED-101962,26/12/2024,"Monitor 27""",Periféricos,RJ,Loja Física,1,"R$ 1.595,40","4,6%","R$ 1.593,75",sim,4.0
PED-101963,20/01/2025,Teclado Mecânico,Periféricos,RJ,E-commerce,2,"R$ 448,75","10,6%","R$ 956,66",sim,3.0
PED-101964,16/05/2024,"Monitor 27""",Periféricos,MG,Marketplace,3,"R$ 1.445,35","16,0%","R$ 4.615,96",nao,1.0
PED-101965,15/08/2025,Webcam HD,Áudio,CE,Televendas,4,"R$ 252,17","6,1%","R$ 1.099,06",nao,2.0
PED-101966,15/01/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,3,"R$ 185,97","13,2%","R$ 577,42",nao,4.0
PED-101967,04/02/2024,Mouse Sem Fio,Periféricos,BA,Televendas,2,"R$ 178,18","4,6%","R$ 383,51",nao,1.0
PED-101968,21/06/2024,Webcam HD,Áudio,RJ,,1,"R$ 288,07","5,3%","R$ 326,89",sim,4.0
PED-101969,31/05/2025,Webcam HD,Áudio,SP,Loja Física,3,"R$ 292,81","2,9%","R$ 1.275,13",nao,5.0
PED-101970,19/03/2025,Headset,Áudio,PR,Loja Física,3,"R$ 359,11","9,0%","R$ 1.427,80",nao,4.0
PED-101971,12/12/2024,Notebook Pro,Computadores,PR,Televendas,5,"R$ 6.329,74","11,8%","R$ 29.213,33",sim,3.0
PED-101972,12/11/2024,Teclado Mecânico,Periféricos,MG,E-commerce,2,"R$ 406,31","6,3%","R$ 714,89",nao,1.0
PED-101973,30/08/2024,Headset,Áudio,RS,Marketplace,3,"R$ 355,36","6,3%","R$ 573,26",sim,2.0
PED-101974,26/08/2025,Mesa Ajustável,Mobiliário,PE,Marketplace,3,"R$ 2.310,18","9,0%","R$ 7.321,63",nao,4.0
PED-101975,12/08/2024,Mesa Ajustável,Mobiliário,MG,Loja Física,1,"R$ 2.224,36","9,5%","R$ 1.155,57",nao,2.0
PED-101976,15/06/2025,Cadeira Ergo,Mobiliário,SP,Marketplace,6,"R$ 1.846,04","10,5%","R$ 14.004,29",sim,2.0
PED-101977,14/02/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,3,"R$ 1.832,73","6,1%","R$ 5.820,48",sim,
PED-101978,07/12/2024,Mesa Ajustável,Mobiliário,RJ,Marketplace,1,"R$ 2.501,72","0,0%","R$ 2.618,41",nao,1.0
PED-101979,14/06/2024,Mouse Sem Fio,Periféricos,SP,Televendas,3,"R$ 179,24","6,2%","R$ 604,51",sim,1.0
PED-101980,27/09/2024,Headset,Áudio,RS,Televendas,1,"R$ 362,17","12,7%","R$ 288,80",sim,1.0
PED-101981,02/02/2025,"Monitor 27""",Periféricos,SP,Marketplace,4,"R$ 1.417,43","9,4%","R$ 6.890,62",nao,2.0
PED-101982,13/02/2024,Mouse Sem Fio,Periféricos,SP,Loja Física,1,"R$ 182,52","4,0%","R$ 197,63",sim,4.0
PED-101983,03/03/2024,Headset,Áudio,MG,Marketplace,1,"R$ 321,77","12,6%","R$ 345,36",nao,4.0
PED-101984,06/01/2025,Notebook Pro,Computadores,SP,Marketplace,2,"R$ 7.087,07","7,1%","R$ 15.694,81",nao,1.0
PED-101985,04/03/2025,Notebook Pro,Computadores,PR,Marketplace,2,"R$ 7.497,55","7,2%","R$ 20.268,45",sim,4.0
PED-101986,09/02/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,2,"R$ 1.915,91","12,3%","R$ 3.787,96",sim,1.0
PED-101987,07/09/2025,Headset,Áudio,PR,Loja Física,1,"R$ 334,31","0,1%","R$ 356,69",sim,2.0
PED-101988,07/10/2024,Webcam HD,Áudio,SP,Televendas,1,"R$ 308,08","14,6%","R$ 234,80",sim,4.0
PED-101989,19/09/2025,Teclado Mecânico,Periféricos,RJ,Televendas,1,"R$ 416,66","14,6%","R$ 380,36",sim,2.0
PED-101990,28/03/2024,Webcam HD,Áudio,RJ,Loja Física,1,"R$ 313,71","7,7%","R$ 355,74",sim,3.0
PED-101991,23/07/2025,Mesa Ajustável,Mobiliário,RS,E-commerce,5,"R$ 2.211,32","6,8%","R$ 13.273,06",nao,4.0
PED-101992,16/02/2025,Teclado Mecânico,Periféricos,SP,Marketplace,1,"R$ 450,94","7,9%","R$ 556,97",sim,5.0
PED-101993,31/05/2025,Mesa Ajustável,Mobiliário,RJ,Marketplace,1,"R$ 2.275,15","15,6%","R$ 2.872,21",sim,3.0
PED-101994,01/06/2025,Teclado Mecânico,Periféricos,PR,Marketplace,2,"R$ 421,96","8,2%","R$ 1.094,32",sim,5.0
PED-101995,23/04/2024,Teclado Mecânico,Periféricos,SP,Loja Física,2,"R$ 397,56","0,0%","R$ 1.016,60",sim,5.0
PED-101996,17/04/2024,Headset,Áudio,SC,E-commerce,2,"R$ 311,23","0,0%","R$ 795,86",nao,4.0
PED-101997,12/09/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,1,"R$ 200,11","0,0%","R$ 213,82",sim,3.0
PED-101998,03/10/2024,Teclado Mecânico,Periféricos,RJ,E-commerce,7,"R$ 448,04","0,0%","R$ 2.798,54",sim,3.0
PED-101999,09/05/2024,Cadeira Ergo,Mobiliário,MG,Loja Física,1,"R$ 1.857,51","4,8%","R$ 2.239,71",sim,1.0
PED-102000,07/02/2025,Webcam HD,Áudio,PR,E-commerce,2,"R$ 319,90","2,9%","R$ 833,11",sim,1.0
PED-102001,10/07/2025,Headset,Áudio,MG,Televendas,5,"R$ 320,40","1,9%","R$ 2.023,46",nao,4.0
PED-102002,24/06/2024,Cadeira Ergo,Mobiliário,RS,Marketplace,1,"R$ 1.903,61","8,7%","R$ 2.083,53",sim,4.0
PED-102003,15/07/2025,Cadeira Ergo,Mobiliário,SP,Televendas,4,"R$ 1.754,24","9,5%","R$ 8.177,27",sim,2.0
PED-102004,11/02/2024,Cadeira Ergo,Mobiliário,RJ,E-commerce,3,"R$ 2.086,39","13,4%","R$ 6.113,91",nao,5.0
PED-102005,02/02/2025,Webcam HD,Áudio,RJ,E-commerce,6,"R$ 280,77","9,8%","R$ 2.036,85",sim,4.0
PED-102006,28/08/2024,Webcam HD,Áudio,RJ,Loja Física,2,"R$ 269,48","2,1%","R$ 302,79",nao,1.0
PED-102007,29/11/2024,Notebook Pro,Computadores,BA,Loja Física,2,"R$ 7.133,57","6,0%","R$ 12.597,80",sim,1.0
PED-102008,22/01/2025,Notebook Pro,Computadores,SP,Loja Física,3,"R$ 6.559,81","7,3%","R$ 21.747,37",sim,4.0
PED-102009,08/05/2024,"Monitor 27""",Periféricos,SC,Loja Física,1,"R$ 1.459,58","3,9%","R$ 1.776,06",nao,3.0
PED-102010,01/02/2024,Mouse Sem Fio,Periféricos,PR,Loja Física,4,"R$ 184,29","4,3%","R$ 795,99",sim,5.0
PED-102011,28/11/2024,Webcam HD,Áudio,RS,E-commerce,2,"R$ 317,91","8,5%","R$ 546,26",sim,2.0
PED-102012,02/09/2025,Webcam HD,Áudio,RJ,E-commerce,1,"R$ 300,03","2,4%","R$ 312,73",nao,3.0
PED-102013,04/07/2024,Mesa Ajustável,Mobiliário,GO,E-commerce,3,"R$ 2.400,53","5,2%","R$ 7.481,80",sim,4.0
PED-102014,24/12/2024,Mouse Sem Fio,Periféricos,RS,Televendas,3,"R$ 171,74","3,5%","R$ 520,32",sim,4.0
PED-102015,21/03/2024,Cadeira Ergo,Mobiliário,SP,Marketplace,4,"R$ 1.933,51","14,3%","R$ 8.143,20",sim,1.0
PED-102016,08/08/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,2,"R$ 168,99","5,9%","R$ 182,57",sim,3.0
PED-102017,23/03/2024,Cadeira Ergo,Mobiliário,PR,Loja Física,3,"R$ 1.839,64","10,0%","R$ 6.100,21",nao,4.0
PED-102018,12/03/2024,Cadeira Ergo,Mobiliário,PE,Loja Física,2,"R$ 2.024,04","6,3%","R$ 4.660,01",sim,1.0
PED-102019,27/05/2025,Mouse Sem Fio,Periféricos,RJ,Televendas,1,"R$ 178,02","8,3%","R$ 244,16",nao,4.0
PED-102020,01/08/2025,Notebook Pro,Computadores,BA,Marketplace,3,"R$ 7.846,64","14,4%","R$ 23.393,83",sim,4.0
PED-102021,13/08/2025,Mesa Ajustável,Mobiliário,RJ,Televendas,2,"R$ 2.364,32","7,4%","R$ 5.083,09",sim,5.0
PED-102022,11/04/2025,Notebook Pro,Computadores,RS,E-commerce,1,"R$ 6.594,57","10,3%","R$ 8.949,38",nao,2.0
PED-102023,31/03/2024,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 1.822,14","3,3%","R$ 4.328,39",sim,5.0
PED-102024,15/08/2025,Teclado Mecânico,Periféricos,RJ,Televendas,2,"R$ 408,93","4,4%","R$ 907,41",nao,4.0
PED-102025,09/01/2024,Cadeira Ergo,Mobiliário,MG,Loja Física,1,"R$ 1.852,42","13,8%","R$ 1.597,34",sim,3.0
PED-102026,21/06/2024,Headset,Áudio,RS,Televendas,2,"R$ 341,45","12,2%","R$ 719,19",sim,3.0
PED-102027,17/06/2024,Headset,Áudio,RJ,Televendas,3,"R$ 356,46","8,8%","R$ 1.168,73",sim,1.0
PED-102028,21/04/2025,Notebook Pro,Computadores,SP,E-commerce,1,"R$ 6.634,82","1,4%","R$ 9.897,93",sim,4.0
PED-102029,27/03/2024,"Monitor 27""",Periféricos,MG,Loja Física,1,"R$ 1.244,25","5,1%","R$ 1.450,40",sim,3.0
PED-102030,11/09/2025,Notebook Pro,Computadores,SP,Televendas,1,"R$ 6.343,78","10,8%","R$ 6.042,91",sim,1.0
PED-102031,30/04/2024,Mesa Ajustável,Mobiliário,SC,Marketplace,1,"R$ 2.613,98","6,0%","R$ 3.140,75",nao,3.0
PED-102032,05/07/2025,Webcam HD,Áudio,SP,Marketplace,4,"R$ 287,95","9,1%","R$ 1.349,06",nao,1.0
PED-102033,08/01/2025,Teclado Mecânico,Periféricos,RS,E-commerce,4,"R$ 431,34","13,7%","R$ 1.774,67",nao,3.0
PED-102034,09/06/2024,Mesa Ajustável,Mobiliário,BA,E-commerce,2,"R$ 2.314,33","6,7%","R$ 5.175,23",sim,3.0
PED-102035,27/09/2024,Headset,Áudio,SP,Loja Física,2,"R$ 362,86","1,6%","R$ 652,04",sim,1.0
PED-102036,14/03/2024,Cadeira Ergo,Mobiliário,MG,Marketplace,2,"R$ 1.818,95","7,3%","R$ 4.142,40",sim,5.0
PED-102037,01/10/2024,Headset,Áudio,RS,Marketplace,1,"R$ 340,94","3,9%","R$ 292,31",sim,2.0
PED-102038,19/03/2025,Webcam HD,Áudio,RJ,E-commerce,3,"R$ 285,29","6,7%","R$ 1.163,76",sim,5.0
PED-102039,11/05/2024,Webcam HD,Áudio,RS,Loja Física,1,"R$ 292,82","10,7%","R$ 331,30",sim,5.0
PED-102040,07/09/2025,"Monitor 27""",Periféricos,BA,Marketplace,1,"R$ 1.667,27","7,1%","R$ 1.655,00",sim,1.0
PED-102041,01/03/2025,Cadeira Ergo,Mobiliário,RS,E-commerce,3,"R$ 1.919,74","5,9%","R$ 7.897,07",sim,2.0
PED-102042,23/08/2024,Mouse Sem Fio,Periféricos,SP,Televendas,1,"R$ 162,34","14,9%","R$ 79,32",sim,3.0
PED-102043,04/07/2024,Teclado Mecânico,Periféricos,GO,Loja Física,4,"R$ 388,44","7,3%","R$ 1.579,38",nao,4.0
PED-102044,11/05/2025,Mesa Ajustável,Mobiliário,RJ,Marketplace,3,"R$ 2.529,26","7,4%","R$ 10.502,13",sim,2.0
PED-102045,12/09/2024,Headset,Áudio,SP,Loja Física,1,"R$ 349,42","11,6%","R$ 282,10",sim,1.0
